symbol,price_change,price_change_percent,weighted_avg_price,prev_close_price,last_price,volume,quote_volume,high_24h,low_24h,count,rvol
QTUMUSDT,0.218,10.192,2.32263574,2.14,2.357,10816241.1,25122188.1272,2.456,2.113,131055,8.61
BANDUSDT,0.029,3.625,0.86265739,0.8,0.829,22075754.7,19043812.8838,0.94,0.795,96170,6.71
NEOUSDT,0.576,9.216,6.70443156,6.25,6.826,3294408.18,22087134.17811,6.947,6.23,130288,4.16
API3USDT,0.2135,15.516,1.54458979,1.375,1.5895,40337109.99,62304288.213684,1.7088,1.364,304682,4.04
MEMEUSDT,-0.00038,-12.662,0.00276027,0.003001,0.002621,16499361022.0,45542656.621391,0.003009,0.002498,410170,3.74
BBUSDT,0.0096,8.312,0.1275958,0.1155,0.1251,179992973.5,22966348.23081,0.138,0.1154,198174,3.54
AEURUSDT,0.0069,0.625,1.11362639,1.1029,1.1104,41074360.2,45741491.49579,1.1213,1.095,11660,3.3
PHAUSDT,0.0047,4.112,0.11912822,0.1144,0.119,69972823.0,8335737.9378,0.123,0.1115,70103,3.15
SCRUSDT,0.007,1.79,0.41249418,0.391,0.398,25178900.5,10386149.9257,0.434,0.39,75676,3.08
ASRUSDT,0.288,9.225,3.56959198,3.123,3.41,12512225.7,44663540.4595,4.2,3.061,344628,2.9
OGNUSDT,-0.0058,-7.25,0.07906848,0.08,0.0742,124471499.0,9841771.8253,0.0841,0.0737,34203,2.33
UMAUSDT,0.029,2.024,1.45476687,1.433,1.462,7828833.3,11389127.2855,1.54,1.377,72154,2.3
TWTUSDT,0.0022,0.288,0.77308745,0.7644,0.7671,2892622.0,2236249.7721,0.7959,0.7572,33138,2.29
TRBUSDT,-1.27,-3.467,36.77717813,36.63,35.36,224734.079,8265085.25545,38.16,35.04,65120,2.17
ONGUSDT,0.0019,1.096,0.17667089,0.1734,0.1753,13176757.0,2327949.4129,0.1808,0.1713,22169,2.08
TUTUSDT,-0.00546,-8.406,0.06086841,0.06494,0.05949,92275593.0,5616668.58358,0.065,0.05537,58888,2.06
ZECUSDT,0.71,1.808,39.04941391,39.27,39.97,107163.028,4184653.43594,40.56,37.7,20851,2.06
ATAUSDT,-0.0018,-3.689,0.04897892,0.0487,0.047,23298374.0,1141129.2617,0.0512,0.0465,10341,1.9
DCRUSDT,-0.46,-2.703,16.85068203,17.02,16.56,30551.272,514809.77005,17.23,16.36,11010,1.9
GASUSDT,0.073,2.172,3.4374805,3.361,3.434,1583861.8,5444494.0483,3.528,3.338,37744,1.75
