symbol,price_change,price_change_percent,weighted_avg_price,prev_close_price,last_price,volume,quote_volume,high_24h,low_24h,count,rvol
MEMEUSDT,-0.00037,-12.37,0.00275882,0.002992,0.002621,16416104332.0,45289146.592181,0.003008,0.002498,408274,3.72
TSTUSDT,-0.00329,-10.88,0.02822078,0.03024,0.02695,135748162.0,3830919.173114,0.03035,0.02636,38281,0.35
HYPERUSDT,-0.0361,-10.045,0.34197993,0.3592,0.3233,12715047.8,4348291.16157,0.361,0.3222,36003,0.59
ALPINEUSDT,-0.201,-9.715,1.98530159,2.069,1.868,3827700.2,7599139.28857,2.074,1.837,52012,0.51
EPICUSDT,-0.266,-8.996,2.75599077,2.956,2.691,3444008.7,9491656.2014,2.986,2.61,75771,1.18
A2ZUSDT,-0.000507,-8.595,0.00577042,0.0059,0.005392,663435695.0,3828301.872181,0.006095,0.005388,44109,0.22
REQUSDT,-0.0125,-8.278,0.14532692,0.151,0.1385,4122962.0,599177.3816,0.1515,0.1385,12757,1.34
TUTUSDT,-0.00528,-8.134,0.06086089,0.06492,0.05963,92112852.0,5606069.83626,0.065,0.05537,58829,2.06
CYBERUSDT,-0.186,-8.122,2.18781027,2.291,2.104,1914285.11,4188092.61624,2.298,2.101,26476,0.25
VIRTUALUSDT,-0.1,-7.818,1.22665128,1.2792,1.1791,11190231.0,13726511.2292,1.2841,1.1769,146588,0.65
STRKUSDT,-0.0104,-7.493,0.13340775,0.1388,0.1284,51281776.25,6841386.197305,0.1402,0.1278,34805,1.1
OGNUSDT,-0.0059,-7.375,0.07906579,0.0799,0.0741,124257800.0,9824540.6556,0.0841,0.0737,34150,2.33
MAVUSDT,-0.00426,-7.361,0.05638804,0.05786,0.05361,147357806.0,8309217.50544,0.0597,0.05281,103039,0.92
GUNUSDT,-0.00192,-7.215,0.02572581,0.02662,0.02469,77139851.0,1984485.24558,0.02691,0.02468,20500,0.7
PROVEUSDT,-0.0829,-7.049,1.12465062,1.1761,1.0931,12561736.4,14127564.62999,1.1849,1.0846,114408,0.12
HOMEUSDT,-0.00301,-6.958,0.04093061,0.04327,0.04025,78852573.0,3227483.81693,0.0436,0.03966,33980,0.75
RSRUSDT,-0.00059,-6.899,0.00822477,0.008552,0.007962,433914514.6,3568845.8240317,0.008577,0.00796,58949,0.66
SXTUSDT,-0.0053,-6.752,0.07538464,0.0786,0.0732,17009531.6,1282257.44461,0.0789,0.0728,10809,0.5
KAITOUSDT,-0.0771,-6.719,1.11288187,1.1474,1.0704,3865830.7,4302212.90999,1.1595,1.0621,135875,1.0
TOWNSUSDT,-0.00182,-6.696,0.02627543,0.02718,0.02536,249335794.0,6551406.33819,0.02737,0.02526,52701,0.14
