symbol,price_change_percent,last_price,quote_volume,count,trading_venue,high_24h,low_24h,volume_spike_pct,last_volume,avg_prev_volume,periods_used
IOTAUSDT,7.764,0.2068,5524163.6556,53346,Spot Only,0.2146,0.1865,-11.2,15411.2898,17346.1844,4
