symbol,price_change,price_change_percent,weighted_avg_price,prev_close_price,last_price,volume,quote_volume,high_24h,low_24h,count,rvol
TKOUSDT,0.0653,39.078,0.2186912,0.1673,0.2324,83686944.8,18301598.61068,0.265,0.1654,153986,11.39
SCUSDT,0.000258,8.523,0.00317374,0.003029,0.003285,1522297838.0,4831379.494792,0.00331,0.003019,110474,5.97
BIOUSDT,0.1063,73.159,0.19911359,0.1453,0.2516,1127288241.0,224458408.5531,0.2645,0.1432,850471,4.77
BANDUSDT,0.41,50.0,1.0222351,0.821,1.23,16216230.4,16576799.9692,1.316,0.807,83665,4.58
AEURUSDT,0.005,0.45,1.11631198,1.1102,1.1152,58130701.9,64891999.01454,1.1345,1.1065,16403,3.79
ZECUSDT,4.83,12.325,42.35855134,39.23,44.02,209979.656,8894434.03964,45.99,38.98,45157,3.73
PHAUSDT,0.0108,9.015,0.12221526,0.1199,0.1306,91885167.0,11229769.8882,0.1322,0.1137,82912,3.59
FTTUSDT,0.0452,5.019,0.94380074,0.9006,0.9458,5107326.18,4820298.220201,0.985,0.89,43191,3.45
QTUMUSDT,-0.057,-2.429,2.28579791,2.348,2.29,4846866.6,11078957.5563,2.456,2.126,50083,3.44
BBUSDT,0.0351,27.747,0.14006103,0.1266,0.1616,184898675.2,25897098.4864,0.1644,0.1231,245422,3.38
ASTRUSDT,0.00197,8.174,0.02488435,0.02412,0.02607,162316121.8,4039131.387861,0.02612,0.02394,27405,3.23
BTTCUSDT,3e-08,4.615,6.7e-07,6.6e-07,6.8e-07,5121875340586.0,3443300.38954574,7e-07,6.5e-07,13647,2.89
NEOUSDT,0.247,3.621,6.71130399,6.824,7.068,2420363.72,16243796.6834,7.085,6.398,116253,2.77
ZILUSDT,0.00075,6.637,0.01148482,0.01131,0.01205,283956683.8,3261192.117049,0.01211,0.01106,30238,2.73
UMAUSDT,0.123,8.477,1.52071753,1.451,1.574,9656061.0,14684141.1878,1.61,1.439,81520,2.62
ETCUSDT,4.5,21.439,22.99963887,21.0,25.49,2172475.65,49966155.3973,25.52,20.53,222028,2.29
SKLUSDT,0.00631,20.044,0.03513934,0.03148,0.03779,1336890627.0,46977451.37257,0.04044,0.03109,286553,2.15
NMRUSDT,0.74,9.193,8.46861216,8.05,8.79,357654.91,3028840.7187,8.94,8.0,15619,2.15
LINKUSDT,2.43,9.689,25.7338029,25.08,27.51,15461505.98,397883347.3811,27.87,24.09,707683,2.07
ZENUSDT,0.613,8.08,7.7587029,7.595,8.2,974136.06,7558032.272,8.212,7.46,40878,2.05
