symbol,price_change_percent,last_price,quote_volume,count,trading_venue,high_24h,low_24h,volume_spike_pct,last_volume,avg_prev_volume,periods_used
BTCUSDC,2.691,115591.35,652809357.6662751,466320,Spot Only,117435.57,111656.16,-22.6,21.33956,27.579887499999998,4
