symbol,price_change_percent,last_price,quote_volume,count,trading_venue,high_24h,low_24h,volume_spike_pct,last_volume,avg_prev_volume,periods_used
BNBUSDT,5.243,893.3,404058855.487705,1942411,Spot Only,900.71,842.7,-42.7,2696852.0116,4702485.0146775,4
