symbol,price_change_percent,last_price,quote_volume,count,trading_venue,high_24h,low_24h,volume_spike_pct,last_volume,avg_prev_volume,periods_used
BTCDAI,2.72,115581.54,629993.5497238,1641,Spot Only,117438.07,111700.0,-100.0,0.0,274.62143875,4
