symbol,price_change,price_change_percent,weighted_avg_price,prev_close_price,last_price,volume,quote_volume,high_24h,low_24h,count,rvol
TKOUSDT,0.058,34.483,0.21311397,0.1682,0.2262,52776221.6,11247349.95494,0.265,0.1654,104945,9.0
SCUSDT,0.000111,3.69,0.00316699,0.003009,0.003119,1398016898.0,4427507.134859,0.00331,0.003001,104439,5.68
QTUMUSDT,-0.165,-7.115,2.31240022,2.317,2.154,5999629.7,13873545.0495,2.456,2.126,61777,4.42
AEURUSDT,0.0041,0.369,1.11588065,1.1097,1.1138,52590498.9,58684719.88515,1.122,1.1043,14775,3.5
PHAUSDT,-0.0028,-2.345,0.12120761,0.1194,0.1166,84936962.0,10295006.2839,0.1275,0.1137,73403,3.46
BIOUSDT,0.0488,32.447,0.17947394,0.1503,0.1992,779058517.9,139820699.00245,0.21,0.1432,594576,3.29
UMAUSDT,0.046,3.206,1.50793796,1.435,1.481,11962235.1,18038308.4498,1.61,1.433,97505,3.28
ZECUSDT,3.35,8.581,41.35393935,39.04,42.39,170441.196,7048414.88226,43.43,38.98,36971,3.14
FTTUSDT,0.057,6.273,0.9373477,0.9104,0.9656,4448502.1,4169793.193035,0.985,0.89,40040,3.12
ASTRUSDT,-9e-05,-0.37,0.02478487,0.02431,0.02423,138756949.5,3439073.199498,0.02534,0.02394,23153,2.84
NEOUSDT,-0.211,-3.145,6.71451498,6.708,6.499,2360223.65,15847757.0608,6.947,6.398,108219,2.81
BBUSDT,0.0063,4.776,0.13285889,0.1318,0.1382,141424035.2,18789440.98675,0.1437,0.1231,194559,2.64
API3USDT,-0.1574,-9.704,1.54455105,1.6219,1.4646,24652705.86,38077362.756258,1.6297,1.4299,241546,2.31
ZILUSDT,-4e-05,-0.357,0.0113788,0.01121,0.01117,211146318.3,2402591.506811,0.01155,0.01106,24457,2.11
BANDUSDT,-0.017,-1.998,0.84626215,0.851,0.834,7397205.2,6259974.7826,0.888,0.807,33134,2.1
TRBUSDT,-2.67,-7.283,36.07076015,36.65,33.99,218367.194,7876670.68011,38.16,33.41,64782,2.06
BTTCUSDT,2e-08,3.077,6.7e-07,6.5e-07,6.7e-07,3341182090301.0,2247018.98033784,7e-07,6.5e-07,11174,1.99
SKLUSDT,0.00393,13.322,0.03365509,0.02949,0.03343,1188821703.0,40009901.15102,0.03663,0.02922,249987,1.89
ASRUSDT,-0.365,-10.218,3.42823666,3.573,3.207,8066377.1,27653449.7138,3.866,3.157,226011,1.78
ONGUSDT,-0.0091,-5.13,0.17626353,0.1773,0.1683,10781510.0,1900386.9912,0.1808,0.1661,16504,1.69
