symbol,price_change,price_change_percent,weighted_avg_price,prev_close_price,last_price,volume,quote_volume,high_24h,low_24h,count,rvol
BTCUSDT,-1601.06,-1.405,113643.37579781,113914.01,112312.96,11694.73198,1329028821.2578297,114821.76,112211.0,2406881,95636.25
WBTCUSDT,-1568.93,-1.377,113508.38609484,113939.65,112389.85,37.69706,4278932.4411202,114806.74,112260.71,10048,58880.42
YFIUSDT,-145.0,-2.62,5511.50311776,5533.0,5389.0,256.44529,1413399.01537,5634.0,5373.0,19310,4136.71
ETHUSDT,-91.95,-2.132,4297.6621526,4313.15,4221.21,519246.7078,2231546923.974958,4378.0,4208.0,4344138,3470.2
MKRUSDT,-30.7,-1.858,1657.24572451,1652.0,1621.7,5238.7612,8681914.60041,1691.9,1617.3,133856,2118.21
PAXGUSDT,-3.47,-0.104,3334.01092509,3336.97,3333.5,1286.8954,4290523.323053,3342.56,3318.25,11586,1666.99
BNBUSDT,-3.35,-0.397,862.16393665,843.01,839.66,425855.0605,367156875.4041796,883.86,837.96,1644033,1530.7
WBETHUSDT,-99.8,-2.149,4626.9619106,4644.81,4544.01,414.0299,1915700.577149,4708.49,4530.51,8553,1172.97
AAVEUSDT,2.77,0.949,298.40936721,291.99,294.76,144134.625,43011122.23945,305.21,290.28,225315,314.63
TAOUSDT,-11.5,-3.308,346.06383023,347.6,336.1,47120.0691,16306551.5935,355.6,334.7,57851,245.08
BCHUSDT,-4.4,-0.79,556.94644996,556.7,552.3,23762.094,13234213.8968,565.0,550.2,92385,238.59
SOLUSDT,-3.3,-1.795,185.75350843,183.8,180.5,3401694.253,631876642.09588,190.1,179.85,2491681,174.99
GNOUSDT,-3.28,-2.482,131.3778047,132.22,128.87,4788.79,629140.71737,133.97,128.81,17209,165.94
BNSOLUSDT,-3.7,-1.881,198.87288689,196.6,193.0,9813.872,1951713.0562,203.0,192.5,5177,131.52
QNTUSDT,2.04,1.938,106.63719886,105.25,107.29,28933.976,3085438.15249,108.64,104.76,46794,126.64
TRBUSDT,-0.91,-2.523,36.79926062,36.09,35.16,240291.0,8842531.13352,38.16,35.04,67629,86.89
BIFIUSDT,-5.8,-3.026,190.18712183,192.2,185.9,1025.107,194962.1499,195.8,185.0,6301,78.43
ZECUSDT,0.55,1.43,38.82295553,38.49,39.02,98072.165,3807451.30037,40.2,37.7,19665,72.47
LTCUSDT,-1.93,-1.666,115.7574603,115.82,113.89,302201.504,34982078.6015,117.3,113.45,293551,46.71
DCRUSDT,-0.5,-2.921,16.86713553,17.13,16.62,34339.709,579212.52565,17.23,16.36,12131,36.65
