symbol,price_change,price_change_percent,weighted_avg_price,prev_close_price,last_price,volume,quote_volume,high_24h,low_24h,count,rvol
QTUMUSDT,-0.133,-5.681,2.32897593,2.34,2.208,8041443.3,18728327.9184,2.456,2.181,82051,6.08
SCUSDT,0.00012,3.956,0.00316155,0.003032,0.003153,1240216616.0,3921010.699165,0.00331,0.003001,93164,5.25
PHAUSDT,-0.0005,-0.41,0.12131476,0.1219,0.1214,98301282.0,11925396.7226,0.1275,0.116,87874,4.14
BBUSDT,0.0197,16.187,0.13103392,0.1218,0.1414,174648958.6,22884937.1969,0.1428,0.1207,191862,3.35
NEOUSDT,-0.139,-2.064,6.74492491,6.737,6.597,2705564.18,18248827.22127,6.947,6.506,121268,3.32
API3USDT,0.0364,2.405,1.56004589,1.5142,1.55,33794566.42,52721074.462103,1.7088,1.4299,320223,3.25
ZECUSDT,3.68,9.621,40.80249787,38.29,41.93,167837.431,6848186.42016,43.43,37.7,34737,3.13
UMAUSDT,0.136,9.551,1.49403596,1.423,1.56,11121022.9,16615208.0933,1.61,1.377,93547,3.13
ASRUSDT,-0.068,-2.094,3.57937382,3.249,3.179,13053722.6,46724152.894,4.2,3.157,356338,3.06
BANDUSDT,0.002,0.238,0.84847095,0.841,0.843,10497284.0,8906640.5186,0.911,0.807,44812,3.06
TWTUSDT,0.0011,0.145,0.77289878,0.7613,0.7622,3353414.0,2591849.582,0.7959,0.7572,36397,2.67
BIOUSDT,0.056,37.812,0.17033865,0.1481,0.2041,607253897.9,103438810.07483,0.21,0.1432,413367,2.58
FTTUSDT,0.0606,6.78,0.93113591,0.8921,0.9544,3300913.85,3073599.408512,0.985,0.8837,30124,2.43
MEMEUSDT,-0.00045,-15.609,0.00260707,0.002883,0.002433,10065262667.0,26240848.405754,0.002913,0.002396,234986,2.19
ONGUSDT,-0.0022,-1.257,0.17678004,0.175,0.1728,12833777.0,2268755.6712,0.1808,0.171,17020,2.04
ASTRUSDT,0.00045,1.844,0.02471714,0.02438,0.02486,93903272.5,2321020.609806,0.02534,0.02402,17129,2.02
TRBUSDT,-1.91,-5.132,36.47643551,37.23,35.31,196196.942,7156565.10118,38.16,35.04,57244,1.91
ZILUSDT,0.00014,1.231,0.01136695,0.01138,0.01151,171339017.5,1947602.873994,0.01153,0.01114,18278,1.76
DCRUSDT,-0.15,-0.89,16.69513525,16.85,16.7,24925.594,416136.16298,16.96,16.36,8595,1.59
JUVUSDT,0.076,5.736,1.42071468,1.325,1.401,8969879.27,12743639.12471,1.533,1.319,73478,1.54
