symbol,price_change_percent,last_price,quote_volume,count,trading_venue,high_24h,low_24h,volume_spike_pct,last_volume,avg_prev_volume,periods_used
BTCUSDT,2.726,115601.41,2808397026.4516664,3404174,Spot Only,117429.05,111684.79,-67.6,3845242.9073451,11865704.3267306,4
